original_paragraph,transformed_paragraph,transformation_type,similarity_score,same_meaning
"The retail team approved a fundraiser using data-driven analysis. The legal team introduced electric vehicles through an inclusive planning process, and The outreach team conducted a new campaign using data-driven analysis. The outcome exceeded expectations.","The retail team approved a fundraiser using data-driven analysis. The legal team introduced electric vehicles through an inclusive planning process, and The outreach team conducted a new campaign using data-driven analysis. The outcome exceeded expectations.",paragraph_pronoun_change,1.0,True
"During the editorial review, The city council approved electric vehicles through an inclusive planning process. The research team prepared a clinical trial with an expanded support network. The results improved overall performance.","During the editorial review, The municipal leaders authorized electric vehicles through an inclusive planning process. The research team prepared a clinical trial with an expanded support network. The results improved overall performance.",phrase_level_rewrite,0.904,True
"During the software deployment, The construction crew assigned a major report with reliable tracking systems. The bank optimized the power lines with an expanded support network. The project demonstrated clear value.","During the software deployment, The construction crew assigned a major report with reliable tracking systems. The bank optimized the power lines with an expanded support network. The project demonstrated clear value.",human_like_rewrite,1.0,True
The bank prepared a research study after careful review. The retail team prepared a seasonal menu while meeting compliance standards. The effort strengthened long-term relationships.,The bank prepared a research study after careful review. The retail team prepared a seasonal menu while meeting compliance standards. The effort strengthened long-term relationships.,formal_rewrite,1.0,True
"Our marketing department organized electric vehicles with reliable tracking systems. The professor reviewed a new campaign through an inclusive planning process, and The research team monitored a research study with minimal disruption. The implementation received widespread acclaim.","The professor reviewed a new campaign through an inclusive planning process, and The research team monitored a research study with minimal disruption. The implementation received widespread acclaim. Our marketing department organized electric vehicles with reliable tracking systems.",sentence_reorder,0.297,True
"During the emergency meeting, The executive chef organized the regulatory submission with reliable tracking systems. The professor approved a research study with sustainability goals. The project demonstrated clear value.","During the emergency meeting, The executive chef organized the regulatory submission with reliable tracking systems. The professor approved a research study with sustainability goals. The project demonstrated clear value.",paragraph_pronoun_change,1.0,True
The executive chef maintained a software update with reliable tracking systems. The city council finalized the power lines with reliable tracking systems. The outcome exceeded expectations.,The head chef maintained a system release with reliable tracking systems. The city council finalized the power lines with reliable tracking systems. The outcome exceeded expectations.,phrase_level_rewrite,0.925,True
The legal team conducted the regulatory submission to improve operational efficiency. The bank maintained the publishing schedule to improve operational efficiency. The final report received positive feedback.,The legal team conducted the regulatory submission to improve operational efficiency. The bank maintained the publishing schedule to improve operational efficiency. The final report received positive feedback.,human_like_rewrite,1.0,True
Our marketing department launched the power lines after careful review. The training team introduced a white paper using data-driven analysis. The outcome exceeded expectations.,Our marketing department launched the power lines after careful review. The training team introduced a white paper using data-driven analysis. The outcome exceeded expectations.,formal_rewrite,1.0,True
"The facilities team assigned the publishing schedule using data-driven analysis. The health clinic approved a software update with measurable performance goals, and The editorial board monitored a new campaign to improve customer satisfaction. The team achieved a strong outcome.","The health clinic approved a software update with measurable performance goals, and The editorial board monitored a new campaign to improve customer satisfaction. The team achieved a strong outcome. The facilities team assigned the publishing schedule using data-driven analysis.",sentence_reorder,0.176,True
The research team approved a wellness program while meeting compliance standards. The legal team redesigned a fundraiser with sustainability goals. The final report received positive feedback.,The research team approved a wellness program while meeting compliance standards. The legal team redesigned a fundraiser with sustainability goals. The final report received positive feedback.,paragraph_pronoun_change,1.0,True
"The The automotive manufacturer conducted a software update to enhance public trust, and The logistics provider scheduled a white paper using local resources. The team achieved a strong outcome.","The The automotive manufacturer conducted a system release to enhance public trust, and The logistics provider scheduled a white paper using local resources. The team achieved a strong outcome.",phrase_level_rewrite,0.956,True
The hotel manager finalized a white paper with an expanded support network. The retail team emphasized a major report while meeting compliance standards. The effort strengthened long-term relationships.,The hotel manager finalized a white paper with an expanded support network. The retail team emphasized a major report while meeting compliance standards. The effort strengthened long-term relationships.,human_like_rewrite,1.0,True
The executive chef scheduled electric vehicles through an inclusive planning process. A university research group redesigned a seasonal menu to improve customer satisfaction. The effort strengthened long-term relationships.,The executive chef scheduled electric vehicles through an inclusive planning process. A university research group redesigned a seasonal menu to improve customer satisfaction. The effort strengthened long-term relationships.,formal_rewrite,1.0,True
"During a community forum, The keynote speaker assigned a green space project through collaborative decision-making. The city council tested a seasonal menu with measurable performance goals. The results improved overall performance.","The city council tested a seasonal menu with measurable performance goals. The results improved overall performance. During a community forum, The keynote speaker assigned a green space project through collaborative decision-making.",sentence_reorder,0.431,True
"The The outreach team optimized a seasonal menu using data-driven analysis, and Our marketing department coordinated shipment routes to enhance public trust. The team achieved a strong outcome.","The The outreach team optimized a seasonal menu using data-driven analysis, and their marketing department coordinated shipment routes to enhance public trust. The team achieved a strong outcome.",paragraph_pronoun_change,0.985,True
"During the policy rollout, The outreach team organized the storefront layout with reliable tracking systems. A university research group presented the publishing schedule while meeting compliance standards. The effort strengthened long-term relationships.","During the policy rollout, The outreach team organized the storefront layout with reliable tracking systems. A university research group presented the publishing schedule while meeting compliance standards. The effort strengthened long-term relationships.",phrase_level_rewrite,1.0,True
"The The health clinic optimized a clinical trial while preserving the budget, and The nonprofit prepared a major report to improve customer satisfaction. The implementation received widespread acclaim.","The The health clinic optimized a clinical trial while preserving the budget, and The nonprofit prepared a major report to improve customer satisfaction. The implementation received widespread acclaim.",human_like_rewrite,1.0,True
"The publishing house prepared the power lines using local resources. The legal team finalized the power lines using local resources, and The keynote speaker reviewed a seasonal menu to enhance public trust. The final report received positive feedback.","The publishing house prepared the power lines using local resources. The legal team finalized the power lines using local resources, and The keynote speaker reviewed a seasonal menu to enhance public trust. The final report received positive response.",formal_rewrite,0.968,True
"During the policy rollout, The keynote speaker presented an application upgrade to improve operational efficiency. The publishing house reviewed an application upgrade to enhance public trust. The project demonstrated clear value.","The publishing house reviewed an application upgrade to enhance public trust. The project demonstrated clear value. During the policy rollout, The keynote speaker presented an application upgrade to improve operational efficiency.",sentence_reorder,0.496,True
The city council prepared the publishing schedule using local resources. The facilities team scheduled a wellness program with a strong communications plan. This approach set a new standard.,The city council prepared the publishing schedule using local resources. The facilities team scheduled a wellness program with a strong communications plan. This approach set a new standard.,paragraph_pronoun_change,1.0,True
"A university research group assigned a new campaign with sustainability goals. Our marketing department scheduled a leadership seminar through an inclusive planning process, and The editorial board redesigned the power lines with reliable tracking systems. The project demonstrated clear value.","A university research group assigned a new campaign with sustainability goals. Our promotion team scheduled a leadership seminar through an inclusive planning process, and The editorial board redesigned the power lines with reliable tracking systems. The project demonstrated clear value.",phrase_level_rewrite,0.296,True
The editorial board organized a clinical trial after careful review. The construction crew emphasized an application upgrade under tight deadlines. This approach set a new standard.,The editorial board organized a clinical trial after careful review. The construction crew emphasized an application upgrade under tight deadlines. The following approach set a new standard.,human_like_rewrite,0.97,True
"The construction crew finalized a new campaign supported by cross-functional teams. The city council presented a seasonal menu through an inclusive planning process, and The editorial board launched a wellness program supported by cross-functional teams. The effort strengthened long-term relationships.","The construction crew finalized a new campaign supported by cross-functional teams. The city council presented a seasonal menu through an inclusive planning process, and The editorial board launched a wellness program supported by cross-functional teams. The effort strengthened long-term relationships.",formal_rewrite,1.0,True
"Our marketing department organized shipment routes after careful review. A university research group redesigned shipment routes with an expanded support network, and The health clinic maintained an eco-friendly housing project with a strong communications plan. The effort strengthened long-term relationships.","A university research group redesigned shipment routes with an expanded support network, and The health clinic maintained an eco-friendly housing project with a strong communications plan. The effort strengthened long-term relationships. Our marketing department organized shipment routes after careful review.",sentence_reorder,0.232,True
"During the editorial review, The nonprofit monitored an eco-friendly housing project using local resources. The editorial board optimized the acquisition documents with minimal disruption. The outcome exceeded expectations.","During the editorial review, The nonprofit monitored an eco-friendly housing project using local resources. The editorial board optimized the acquisition documents with minimal disruption. The outcome exceeded expectations.",paragraph_pronoun_change,1.0,True
The retail team maintained a fundraiser through an inclusive planning process. Our marketing department released shipment routes with measurable performance goals. The project demonstrated clear value.,The retail team maintained a benefit event through an inclusive planning process. Our promotion team released shipment routes with measurable performance goals. The project demonstrated clear value.,phrase_level_rewrite,0.907,True
"During the regulatory audit, The development team introduced a fundraiser with sustainability goals. The executive chef released a white paper through collaborative decision-making. Stakeholders praised the final delivery.","During the regulatory audit, The development team introduced a fundraiser with sustainability goals. The executive chef released a white paper through collaborative decision-making. Stakeholders praised the final delivery.",human_like_rewrite,1.0,True
"During a community forum, A university research group organized a fundraiser with an expanded support network. The automotive manufacturer assigned a research study while meeting compliance standards. The initiative delivered measurable benefits.","During a community forum, A university research group organized a fundraiser with an expanded support network. The automotive manufacturer assigned a research study while meeting compliance standards. The initiative delivered measurable benefits.",formal_rewrite,1.0,True
"During the board meeting, The hotel manager released the publishing schedule through collaborative decision-making. The operations staff organized an eco-friendly housing project while meeting compliance standards. This approach set a new standard.","The operations staff organized an eco-friendly housing project while meeting compliance standards. This approach set a new standard. During the board meeting, The hotel manager released the publishing schedule through collaborative decision-making.",sentence_reorder,0.532,True
The executive chef optimized a clinical trial supported by cross-functional teams. The research team finalized a new campaign with sustainability goals. This approach set a new standard.,The executive chef optimized a clinical trial supported by cross-functional teams. The research team finalized a new campaign with sustainability goals. This approach set a new standard.,paragraph_pronoun_change,1.0,True
The training team optimized the regulatory submission using local resources. The automotive manufacturer released a seasonal menu with measurable performance goals. The initiative delivered measurable benefits.,The training team optimized the regulatory submission using local resources. The automotive manufacturer released a spring menu with measurable performance goals. The initiative delivered measurable benefits.,phrase_level_rewrite,0.971,True
"The Our marketing department released a leadership seminar to improve customer satisfaction, and The development team coordinated a software update to improve customer satisfaction. The effort strengthened long-term relationships.","The Our marketing department released a leadership seminar to improve customer satisfaction, and The development team coordinated a software update to improve customer satisfaction. The effort strengthened long-term relationships.",human_like_rewrite,1.0,True
"The training team emphasized a green space project to enhance public trust. The retail team finalized a wellness program using local resources, and The clinical team released the publishing schedule using data-driven analysis. The results improved overall performance.","The training team emphasized a green space initiative to enhance public trust. The retail team finalized a wellness program using local resources, and The clinical team released the publishing schedule using data-driven analysis. The outcomes improved overall performance.",formal_rewrite,0.944,True
The training team optimized the publishing schedule with reliable tracking systems. The hotel manager introduced an eco-friendly housing project with strong community support. The results improved overall performance.,The hotel manager introduced an eco-friendly housing project with strong community support. The results improved overall performance. The training team optimized the publishing schedule with reliable tracking systems.,sentence_reorder,0.613,True
The clinical team finalized electric vehicles using local resources. The clinical team reviewed a fundraiser using local resources. The team achieved a strong outcome.,The clinical team finalized electric vehicles using local resources. The clinical team reviewed a fundraiser using local resources. The team achieved a strong outcome.,paragraph_pronoun_change,1.0,True
"During the policy rollout, The nonprofit presented a seasonal menu using data-driven analysis. The legal team monitored a seasonal menu to enhance public trust. This approach set a new standard.","During the policy rollout, The nonprofit presented a spring menu using data-driven analysis. The legal team monitored a spring menu to enhance public trust. This approach set a new standard.",phrase_level_rewrite,0.948,True
"During the policy rollout, The professor presented the publishing schedule through an inclusive planning process. The retail team conducted a research study with measurable performance goals. The results improved overall performance.","During the policy rollout, The professor presented the publishing schedule through an inclusive planning process. The retail team conducted a research study with measurable performance goals. The results improved overall performance.",human_like_rewrite,1.0,True
"During the product launch, A university research group completed a white paper using data-driven analysis. The construction crew maintained the regulatory submission with a strong communications plan. This approach set a new standard.","During the product launch, A university research group completed a white paper using data-driven analysis. The construction crew maintained the regulatory submission with a strong communications plan. This approach set a new standard.",formal_rewrite,1.0,True
The logistics provider approved a software update with minimal disruption. The outreach team redesigned the regulatory submission through an inclusive planning process. The initiative delivered measurable benefits.,The outreach team redesigned the regulatory submission through an inclusive planning process. The initiative delivered measurable benefits. The logistics provider approved a software update with minimal disruption.,sentence_reorder,0.196,True
The operations staff monitored a green space project with strong community support. A university research group approved shipment routes to improve customer satisfaction. This approach set a new standard.,The operations staff monitored a green space project with strong community support. A university research group approved shipment routes to improve customer satisfaction. This approach set a new standard.,paragraph_pronoun_change,1.0,True
"During the editorial review, The professor tested the acquisition documents while preserving the budget. The nonprofit conducted a clinical trial while meeting compliance standards. The implementation received widespread acclaim.","During the editorial review, The professor tested the acquisition documents while preserving the budget. The nonprofit conducted a clinical trial while meeting compliance standards. The implementation received widespread acclaim.",phrase_level_rewrite,1.0,True
"A university research group coordinated a new campaign while preserving the budget. The research team tested a software update using local resources, and The automotive manufacturer conducted a fundraiser with sustainability goals. This approach set a new standard.","A university research group coordinated a new campaign while preserving the budget. The research team tested a software update using local resources, and The automotive manufacturer conducted a fundraiser with sustainability goals. The following approach set a new standard.",human_like_rewrite,0.976,True
"During the product launch, The operations staff organized a major report with expert guidance. A university research group optimized a wellness program with expert guidance. The initiative delivered measurable benefits.","During the product launch, The operations personnel organized a major report with expert guidance. A university research group optimized a wellness program with expert guidance. The initiative delivered measurable benefits.",formal_rewrite,0.199,True
"During the software deployment, The bank organized a green space project using local resources. The professor launched a fundraiser through an inclusive planning process. The outcome exceeded expectations.","The professor launched a fundraiser through an inclusive planning process. The outcome exceeded expectations. During the software deployment, The bank organized a green space project using local resources.",sentence_reorder,0.463,True
"During the emergency meeting, The retail team released a white paper using local resources. The research team finalized a major report with a strong communications plan. The implementation received widespread acclaim.","During the emergency meeting, The retail team released a white paper using local resources. The research team finalized a major report with a strong communications plan. The implementation received widespread acclaim.",paragraph_pronoun_change,1.0,True
The bank redesigned a research study through an inclusive planning process. Our marketing department launched a clinical trial with sustainability goals. The team achieved a strong outcome.,The bank redesigned a research study through an inclusive planning process. Our promotion team launched a clinical trial with sustainability goals. The team achieved a strong outcome.,phrase_level_rewrite,0.952,True
The operations staff coordinated an eco-friendly housing project with sustainability goals. The executive chef redesigned a clinical trial while meeting compliance standards. This approach set a new standard.,The operations staff coordinated an eco-friendly housing project with sustainability goals. The executive chef redesigned a clinical trial while meeting compliance standards. The following approach set a new standard.,human_like_rewrite,0.969,True
"The The development team coordinated a wellness program with an expanded support network, and The keynote speaker scheduled a seasonal menu to improve operational efficiency. The results improved overall performance.","The The development team coordinated a wellness program with an expanded support network, and The keynote speaker scheduled a seasonal menu to improve operational efficiency. The outcomes improved overall performance.",formal_rewrite,0.97,True
"The The research team conducted a clinical trial with sustainability goals, and The legal team redesigned a seasonal menu with an expanded support network. The team achieved a strong outcome.","The team achieved a strong outcome. The The research team conducted a clinical trial with sustainability goals, and The legal team redesigned a seasonal menu with an expanded support network.",sentence_reorder,0.812,True
The city council optimized the storefront layout using local resources. The logistics provider assigned a major report with reliable tracking systems. The project demonstrated clear value.,The city council optimized the storefront layout using local resources. The logistics provider assigned a major report with reliable tracking systems. The project demonstrated clear value.,paragraph_pronoun_change,1.0,True
"The The executive chef conducted an application upgrade to enhance public trust, and The research team coordinated shipment routes through an inclusive planning process. The outcome exceeded expectations.","The The head chef conducted an application upgrade to enhance public trust, and The research team coordinated shipment routes through an inclusive planning process. The outcome exceeded expectations.",phrase_level_rewrite,0.973,True
"During the editorial review, The training team organized a new campaign to improve customer satisfaction. The editorial board introduced the publishing schedule through collaborative decision-making. The outcome exceeded expectations.","During the editorial review, The training team organized a new campaign to improve customer satisfaction. The editorial board introduced the publishing schedule through collaborative decision-making. The outcome exceeded expectations.",human_like_rewrite,1.0,True
"The operations staff presented an eco-friendly housing project with a strong communications plan. The operations staff finalized a clinical trial supported by cross-functional teams, and The retail team finalized a fundraiser under tight deadlines. The project demonstrated clear value.","The operations personnel presented an eco-friendly housing initiative with a strong communications plan. The operations personnel finalized a clinical trial supported by cross-functional teams, and The retail team finalized a fundraiser under tight deadlines. The initiative demonstrated clear value.",formal_rewrite,0.826,True
"During the emergency meeting, The executive chef released the power lines while preserving the budget. The automotive manufacturer launched a research study under tight deadlines. The results improved overall performance.","The automotive manufacturer launched a research study under tight deadlines. The results improved overall performance. During the emergency meeting, The executive chef released the power lines while preserving the budget.",sentence_reorder,0.376,True
"During the product launch, The editorial board completed the power lines with an expanded support network. The editorial board approved the publishing schedule to improve customer satisfaction. The outcome exceeded expectations.","During the product launch, The editorial board completed the power lines with an expanded support network. The editorial board approved the publishing schedule to improve customer satisfaction. The outcome exceeded expectations.",paragraph_pronoun_change,1.0,True
"The health clinic tested a clinical trial to enhance public trust. The executive chef assigned an application upgrade with measurable performance goals, and The outreach team prepared the power lines to improve operational efficiency. The team achieved a strong outcome.","The health clinic tested a clinical trial to enhance public trust. The head chef assigned an application upgrade with measurable performance goals, and The outreach team prepared the power lines to improve operational efficiency. The team achieved a strong outcome.",phrase_level_rewrite,0.976,True
"During the annual review, The publishing house emphasized a research study with expert guidance. The training team launched a seasonal menu with strong community support. Stakeholders praised the final delivery.","During the annual review, The publishing house emphasized a research study with expert guidance. The training team launched a seasonal menu with strong community support. Stakeholders praised the final delivery.",human_like_rewrite,1.0,True
The construction crew presented a wellness program with an expanded support network. The development team emphasized a major report with strong community support. The team achieved a strong outcome.,The construction crew presented a wellness program with an expanded support network. The development team emphasized a major report with strong community support. The team achieved a strong outcome.,formal_rewrite,1.0,True
The editorial board introduced the storefront layout with expert guidance. The city council presented a new campaign with expert guidance. The team achieved a strong outcome.,The city council presented a new campaign with expert guidance. The team achieved a strong outcome. The editorial board introduced the storefront layout with expert guidance.,sentence_reorder,0.569,True
"During the product launch, The training team finalized a new campaign with an expanded support network. The outreach team monitored the storefront layout through an inclusive planning process. The project demonstrated clear value.","During the product launch, The training team finalized a new campaign with an expanded support network. The outreach team monitored the storefront layout through an inclusive planning process. The project demonstrated clear value.",paragraph_pronoun_change,1.0,True
"During the product launch, The automotive manufacturer organized a fundraiser with strong community support. The logistics provider scheduled a wellness program using local resources. The initiative delivered measurable benefits.","During the product launch, The automotive manufacturer organized a benefit event with strong community support. The logistics provider scheduled a wellness program using local resources. The initiative delivered measurable benefits.",phrase_level_rewrite,0.954,True
"The city council completed a research study with expert guidance. The retail team completed a wellness program with minimal disruption, and The keynote speaker reviewed an application upgrade to improve customer satisfaction. The initiative delivered measurable benefits.","The city council completed a research study with expert guidance. The retail team completed a wellness program with minimal disruption, and The keynote speaker reviewed an application upgrade to improve customer satisfaction. The initiative delivered measurable benefits.",human_like_rewrite,1.0,True
"The The automotive manufacturer conducted an application upgrade with expert guidance, and The legal team reviewed the power lines using local resources. The team achieved a strong outcome.","The The automotive manufacturer conducted an application upgrade with expert guidance, and The legal team reviewed the power lines using local resources. The team achieved a strong outcome.",formal_rewrite,1.0,True
"The executive chef reviewed a major report with minimal disruption. The hotel manager prepared the regulatory submission using local resources, and The retail team tested a white paper while meeting compliance standards. Stakeholders praised the final delivery.","The hotel manager prepared the regulatory submission using local resources, and The retail team tested a white paper while meeting compliance standards. Stakeholders praised the final delivery. The executive chef reviewed a major report with minimal disruption.",sentence_reorder,0.739,True
"During the product launch, The construction crew organized shipment routes with reliable tracking systems. The professor presented a white paper using local resources. The implementation received widespread acclaim.","During the product launch, The construction crew organized shipment routes with reliable tracking systems. The professor presented a white paper using local resources. The implementation received widespread acclaim.",paragraph_pronoun_change,1.0,True
"The The publishing house finalized a software update under tight deadlines, and The city council approved a new campaign while meeting compliance standards. This approach set a new standard.","The The publishing house finalized a system release under tight deadlines, and The municipal leaders authorized a new campaign while meeting compliance standards. This approach set a new standard.",phrase_level_rewrite,0.876,True
The construction crew monitored the regulatory submission with an expanded support network. The hotel manager monitored a major report with an expanded support network. The team achieved a strong outcome.,The construction crew monitored the regulatory submission with an expanded support network. The hotel manager monitored a major report with an expanded support network. The team achieved a strong outcome.,human_like_rewrite,1.0,True
"The bank organized a white paper with minimal disruption. The publishing house completed the storefront layout with reliable tracking systems, and The operations staff scheduled a research study with strong community support. The project demonstrated clear value.","The bank organized a white paper with minimal disruption. The publishing house completed the storefront layout with reliable tracking systems, and The operations personnel scheduled a research study with strong community support. The initiative demonstrated clear value.",formal_rewrite,0.867,True
"The legal team monitored a software update with minimal disruption. The retail team assigned a wellness program with sustainability goals, and The development team maintained a clinical trial after careful review. The initiative delivered measurable benefits.","The retail team assigned a wellness program with sustainability goals, and The development team maintained a clinical trial after careful review. The initiative delivered measurable benefits. The legal team monitored a software update with minimal disruption.",sentence_reorder,0.073,True
The bank coordinated an eco-friendly housing project with measurable performance goals. A university research group redesigned a white paper supported by cross-functional teams. The effort strengthened long-term relationships.,The bank coordinated an eco-friendly housing project with measurable performance goals. A university research group redesigned a white paper supported by cross-functional teams. The effort strengthened long-term relationships.,paragraph_pronoun_change,1.0,True
"The The publishing house scheduled a leadership seminar to enhance public trust, and The retail team approved a wellness program through collaborative decision-making. Stakeholders praised the final delivery.","The The publishing house scheduled a leadership seminar to enhance public trust, and The retail team approved a wellness program through collaborative decision-making. Stakeholders praised the final delivery.",phrase_level_rewrite,1.0,True
"During the product launch, The clinical team presented a new campaign with measurable performance goals. The research team monitored an application upgrade with an expanded support network. The project demonstrated clear value.","During the product launch, The clinical team presented a new campaign with measurable performance goals. The research team monitored an application upgrade with an expanded support network. The project demonstrated clear value.",human_like_rewrite,1.0,True
The construction crew monitored the storefront layout with a strong communications plan. The hotel manager introduced electric vehicles under tight deadlines. The final report received positive feedback.,The construction crew monitored the storefront layout with a strong communications plan. The hotel manager introduced electric vehicles under tight deadlines. The final report received positive response.,formal_rewrite,0.961,True
The construction crew completed a leadership seminar supported by cross-functional teams. The nonprofit prepared a green space project while preserving the budget. This approach set a new standard.,The nonprofit prepared a green space project while preserving the budget. This approach set a new standard. The construction crew completed a leadership seminar supported by cross-functional teams.,sentence_reorder,0.543,True
"During the editorial review, A university research group conducted a research study with a strong communications plan. The hotel manager organized a software update through collaborative decision-making. The implementation received widespread acclaim.","During the editorial review, A university research group conducted a research study with a strong communications plan. The hotel manager organized a software update through collaborative decision-making. The implementation received widespread acclaim.",paragraph_pronoun_change,1.0,True
"The Our marketing department emphasized a wellness program through collaborative decision-making, and The professor launched the power lines using data-driven analysis. Stakeholders praised the final delivery.","The Our promotion team emphasized a wellness program through collaborative decision-making, and The professor launched the power lines using data-driven analysis. Stakeholders praised the final delivery.",phrase_level_rewrite,0.917,True
"The publishing house reviewed a fundraiser through collaborative decision-making. Our marketing department tested a seasonal menu with reliable tracking systems, and The bank redesigned a seasonal menu with a strong communications plan. The final report received positive feedback.","The publishing house reviewed a fundraiser through collaborative decision-making. Our marketing department tested a seasonal menu with reliable tracking systems, and The bank redesigned a seasonal menu with a strong communications plan. The final report received positive feedback.",human_like_rewrite,1.0,True
"The operations staff optimized a white paper through an inclusive planning process. The executive chef prepared a clinical trial with strong community support, and The clinical team maintained a seasonal menu after careful review. Stakeholders praised the final delivery.","The operations personnel optimized a white paper through an inclusive planning process. The executive chef prepared a clinical trial with strong community support, and The clinical team maintained a seasonal menu after careful review. Stakeholders praised the final delivery.",formal_rewrite,0.974,True
"During a community forum, The construction crew launched a wellness program with sustainability goals. The logistics provider optimized a software update supported by cross-functional teams. The initiative delivered measurable benefits.","The logistics provider optimized a software update supported by cross-functional teams. The initiative delivered measurable benefits. During a community forum, The construction crew launched a wellness program with sustainability goals.",sentence_reorder,0.36,True
The bank introduced electric vehicles with expert guidance. The clinical team prepared a new campaign under tight deadlines. The outcome exceeded expectations.,The bank introduced electric vehicles with expert guidance. The clinical team prepared a new campaign under tight deadlines. The outcome exceeded expectations.,paragraph_pronoun_change,1.0,True
"During the emergency meeting, The operations staff scheduled shipment routes with an expanded support network. The research team emphasized the power lines while meeting compliance standards. The outcome exceeded expectations.","During the emergency meeting, The operations staff scheduled shipment routes with an expanded support network. The research team emphasized the power lines while meeting compliance standards. The outcome exceeded expectations.",phrase_level_rewrite,1.0,True
"During the regulatory audit, The facilities team tested the power lines with measurable performance goals. The editorial board assigned the power lines through collaborative decision-making. The implementation received widespread acclaim.","During the regulatory audit, The facilities team tested the power lines with measurable performance goals. The editorial board assigned the power lines through collaborative decision-making. The implementation received widespread acclaim.",human_like_rewrite,1.0,True
"During the editorial review, The construction crew finalized a green space project with strong community support. The operations staff optimized a fundraiser through collaborative decision-making. The team achieved a strong outcome.","During the editorial review, The construction crew finalized a green space initiative with strong community support. The operations personnel optimized a fundraiser through collaborative decision-making. The team achieved a strong outcome.",formal_rewrite,0.879,True
"During the annual review, The service crew scheduled an application upgrade with reliable tracking systems. The executive chef monitored a new campaign using data-driven analysis. Stakeholders praised the final delivery.","The executive chef monitored a new campaign using data-driven analysis. Stakeholders praised the final delivery. During the annual review, The service crew scheduled an application upgrade with reliable tracking systems.",sentence_reorder,0.509,True
"The The clinical team assigned the power lines with measurable performance goals, and The hotel manager maintained a leadership seminar with expert guidance. The results improved overall performance.","The The clinical team assigned the power lines with measurable performance goals, and The hotel manager maintained a leadership seminar with expert guidance. The results improved overall performance.",paragraph_pronoun_change,1.0,True
"During the annual review, The editorial board emphasized a software update with measurable performance goals. The construction crew completed a leadership seminar through collaborative decision-making. The project demonstrated clear value.","During the annual review, The editorial board emphasized a system release with measurable performance goals. The construction crew completed a leadership seminar through collaborative decision-making. The project demonstrated clear value.",phrase_level_rewrite,0.302,True
"The operations staff conducted a new campaign while meeting compliance standards. The editorial board optimized shipment routes while meeting compliance standards, and The professor finalized a major report while meeting compliance standards. The final report received positive feedback.","The operations staff conducted a new campaign while meeting compliance standards. The editorial board optimized shipment routes while meeting compliance standards, and The professor finalized a major report while meeting compliance standards. The final report received positive feedback.",human_like_rewrite,1.0,True
"The hotel manager completed a green space project through collaborative decision-making. The outreach team coordinated shipment routes to improve customer satisfaction, and The clinical team finalized a clinical trial to enhance public trust. The outcome exceeded expectations.","The hotel manager completed a green space initiative through collaborative decision-making. The outreach team coordinated shipment routes to improve customer satisfaction, and The clinical team finalized a clinical trial to enhance public trust. The outcome exceeded expectations.",formal_rewrite,0.969,True
"The professor scheduled a wellness program with an expanded support network. The keynote speaker presented an application upgrade with reliable tracking systems, and The executive chef scheduled a new campaign using data-driven analysis. The final report received positive feedback.","The keynote speaker presented an application upgrade with reliable tracking systems, and The executive chef scheduled a new campaign using data-driven analysis. The final report received positive feedback. The professor scheduled a wellness program with an expanded support network.",sentence_reorder,0.071,True
"The service crew prepared an application upgrade to improve operational efficiency. The research team organized electric vehicles to enhance public trust, and The logistics provider monitored a software update to improve customer satisfaction. The results improved overall performance.","The service crew prepared an application upgrade to improve operational efficiency. The research team organized electric vehicles to enhance public trust, and The logistics provider monitored a software update to improve customer satisfaction. The results improved overall performance.",paragraph_pronoun_change,1.0,True
"The The service crew maintained a major report with strong community support, and The operations staff optimized the acquisition documents with minimal disruption. The implementation received widespread acclaim.","The The maintenance team maintained a major report with strong community support, and The operations staff optimized the acquisition documents with minimal disruption. The implementation received widespread acclaim.",phrase_level_rewrite,0.934,True
The editorial board organized the acquisition documents with strong community support. The city council approved a clinical trial using data-driven analysis. The initiative delivered measurable benefits.,The editorial board organized the acquisition documents with strong community support. The city council approved a clinical trial using data-driven analysis. The initiative delivered measurable benefits.,human_like_rewrite,1.0,True
